command,type,verification_status,source
:SYSTEM:COMMUNICATE:SERIAL:BAUD,action,extracted,"AREG_UserManual_en_08.pdf#page=304, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=420, AREG_UserManual_en_08.pdf#page=577"
:SYSTEM:COMMUNICATE:SERIAL:PARITY,action,extracted,"AREG_UserManual_en_08.pdf#page=304, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=421, AREG_UserManual_en_08.pdf#page=577"
:SYSTEM:COMMUNICATE:SERIAL:RESOURCE?,query,extracted,"AREG_UserManual_en_08.pdf#page=303, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=421, AREG_UserManual_en_08.pdf#page=577"
:SYSTEM:COMMUNICATE:SERIAL:SBITS,action,extracted,"AREG_UserManual_en_08.pdf#page=305, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=421, AREG_UserManual_en_08.pdf#page=577"
:SYSTEM:COMMUNICATE:SOCKET:RESOURCE?,query,extracted,"AREG_UserManual_en_08.pdf#page=303, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=421, AREG_UserManual_en_08.pdf#page=577"
:SYSTEM:COMMUNICATE:SYST:NETWORK,action,extracted,"AREG_UserManual_en_08.pdf#page=198, AREG_UserManual_en_08.pdf#page=200, AREG_UserManual_en_08.pdf#page=438, AREG_UserManual_en_08.pdf#page=439, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:COMMUNICATE:SYST:NETWORK:IPADDRESS,action,extracted,"AREG_UserManual_en_08.pdf#page=198, AREG_UserManual_en_08.pdf#page=200, AREG_UserManual_en_08.pdf#page=438, AREG_UserManual_en_08.pdf#page=439, AREG_UserManual_en_08.pdf#page=577"
:SYSTEM:COMMUNICATE:SYST:NETWORK:IPADDRESS:MODE,action,extracted,"AREG_UserManual_en_08.pdf#page=198, AREG_UserManual_en_08.pdf#page=200, AREG_UserManual_en_08.pdf#page=438, AREG_UserManual_en_08.pdf#page=439, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:COMMUNICATE:SYST:NETWORK:MACADDRESS,action,extracted,"AREG_UserManual_en_08.pdf#page=198, AREG_UserManual_en_08.pdf#page=200, AREG_UserManual_en_08.pdf#page=438, AREG_UserManual_en_08.pdf#page=440, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:COMMUNICATE:SYST:NETWORK:RESTART,action,extracted,"AREG_UserManual_en_08.pdf#page=197, AREG_UserManual_en_08.pdf#page=199, AREG_UserManual_en_08.pdf#page=438, AREG_UserManual_en_08.pdf#page=439, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:COMMUNICATE:SYST:NETWORK:STATUS,action,extracted,"AREG_UserManual_en_08.pdf#page=197, AREG_UserManual_en_08.pdf#page=199, AREG_UserManual_en_08.pdf#page=438, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:COMMUNICATE:USB:RESOURCE?,query,extracted,"AREG_UserManual_en_08.pdf#page=303, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=421, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:DATE,action,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=430, AREG_UserManual_en_08.pdf#page=558, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:DFPRINT,action,extracted,"AREG_UserManual_en_08.pdf#page=410, AREG_UserManual_en_08.pdf#page=434, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:DLOCK,action,extracted,"AREG_UserManual_en_08.pdf#page=271, AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=413, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:ERROR,action,extracted,"AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=412, AREG_UserManual_en_08.pdf#page=537, AREG_UserManual_en_08.pdf#page=542, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:ERROR:ALL?,query,extracted,"AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=410, AREG_UserManual_en_08.pdf#page=411, AREG_UserManual_en_08.pdf#page=538, AREG_UserManual_en_08.pdf#page=539, AREG_UserManual_en_08.pdf#page=543, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:ERROR:CODE,action,extracted,"AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=411, AREG_UserManual_en_08.pdf#page=539, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:ERROR:CODE:ALL?,query,extracted,"AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=410, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:ERROR:COUNT?,query,extracted,"AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=411, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:ERROR:GNEXT?,query,extracted,"AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=412, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:ERROR:HISTORY:CLEAR,action,extracted,"AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=412, AREG_UserManual_en_08.pdf#page=543, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:ERROR:STATIC?,query,extracted,"AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=413, AREG_UserManual_en_08.pdf#page=539, AREG_UserManual_en_08.pdf#page=542, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:FPRESET,action,extracted,"AREG_UserManual_en_08.pdf#page=220, AREG_UserManual_en_08.pdf#page=367, AREG_UserManual_en_08.pdf#page=368, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:HELP:EXPORT,action,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=422, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:IDENTIFICATION,action,extracted,"AREG_UserManual_en_08.pdf#page=306, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=422, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:IDENTIFICATION:PRESET,action,extracted,"AREG_UserManual_en_08.pdf#page=306, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=422, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:INFORMATION:SCPI,action,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=424, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:IRESPONSE,action,extracted,"AREG_UserManual_en_08.pdf#page=306, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=423, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:KLOCK,action,extracted,"AREG_UserManual_en_08.pdf#page=271, AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=413, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:LANGUAGE,action,extracted,"AREG_UserManual_en_08.pdf#page=305, AREG_UserManual_en_08.pdf#page=306, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=422, AREG_UserManual_en_08.pdf#page=423, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:LOCK:OWNER?,query,extracted,"AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=414, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:LOCK:RELEASE:ALL,action,extracted,"AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=415, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:LOCK:REQUEST,action,extracted,"AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=415, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:MMEMORY:PATH:USER?,query,extracted,"AREG_UserManual_en_08.pdf#page=216, AREG_UserManual_en_08.pdf#page=395, AREG_UserManual_en_08.pdf#page=410, AREG_UserManual_en_08.pdf#page=433, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:NINFORMATION?,query,extracted,"AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=413, AREG_UserManual_en_08.pdf#page=414, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:NTP:HOSTNAME,action,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=431, AREG_UserManual_en_08.pdf#page=559, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:NTP:STATE,action,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=431, AREG_UserManual_en_08.pdf#page=432, AREG_UserManual_en_08.pdf#page=559, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:ORESPONSE,action,extracted,"AREG_UserManual_en_08.pdf#page=306, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=423, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:OSYSTEM?,query,extracted,"AREG_UserManual_en_08.pdf#page=410, AREG_UserManual_en_08.pdf#page=433, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:PRESET,action,extracted,"AREG_UserManual_en_08.pdf#page=219, AREG_UserManual_en_08.pdf#page=367, AREG_UserManual_en_08.pdf#page=368, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:PROTECT,action,extracted,"AREG_UserManual_en_08.pdf#page=272, AREG_UserManual_en_08.pdf#page=373, AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=416, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:RCL,action,extracted,"AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=415, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:REBOOT,action,extracted,"AREG_UserManual_en_08.pdf#page=284, AREG_UserManual_en_08.pdf#page=410, AREG_UserManual_en_08.pdf#page=434, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:RESTART,action,extracted,"AREG_UserManual_en_08.pdf#page=410, AREG_UserManual_en_08.pdf#page=434, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:SAV,action,extracted,"AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=415, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:SECURITY:NETWORK,action,extracted,"AREG_UserManual_en_08.pdf#page=274, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=427, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:SECURITY:NETWORK:AVAHI,action,extracted,"AREG_UserManual_en_08.pdf#page=275, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=424, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:SECURITY:NETWORK:FTP,action,extracted,"AREG_UserManual_en_08.pdf#page=275, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=424, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:SECURITY:NETWORK:HTTP,action,extracted,"AREG_UserManual_en_08.pdf#page=275, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=424, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:SECURITY:NETWORK:RAW,action,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=425, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:SECURITY:NETWORK:REMSUPPORT,action,extracted,"AREG_UserManual_en_08.pdf#page=275, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=425, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:SECURITY:NETWORK:RPC,action,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=425, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:SECURITY:NETWORK:SMB,action,extracted,"AREG_UserManual_en_08.pdf#page=275, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=425, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:SECURITY:NETWORK:SOE,action,extracted,"AREG_UserManual_en_08.pdf#page=274, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=426, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:SECURITY:NETWORK:SSH,action,extracted,"AREG_UserManual_en_08.pdf#page=274, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=426, AREG_UserManual_en_08.pdf#page=578"
:SYSTEM:SECURITY:NETWORK:SWUPDATE,action,extracted,"AREG_UserManual_en_08.pdf#page=275, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=426, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:SECURITY:NETWORK:VNC,action,extracted,"AREG_UserManual_en_08.pdf#page=274, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=427, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:SECURITY:SANITIZE,action,extracted,"AREG_UserManual_en_08.pdf#page=269, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=427, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:SECURITY:VOLMODE,action,extracted,"AREG_UserManual_en_08.pdf#page=269, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=428, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:SHUTDOWN,action,extracted,"AREG_UserManual_en_08.pdf#page=284, AREG_UserManual_en_08.pdf#page=410, AREG_UserManual_en_08.pdf#page=434, AREG_UserManual_en_08.pdf#page=565, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:SPECIFICATION,action,extracted,AREG_UserManual_en_08.pdf#page=428
:SYSTEM:SPECIFICATION:IDENTIFICATION:CATALOG?,query,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=429, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:SPECIFICATION:PARAMETER?,query,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=429, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:SPECIFICATION:VERSION,action,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=428, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:SPECIFICATION:VERSION:CATALOG?,query,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=429, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:SPECIFICATION:VERSION:FACTORY?,query,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=429, AREG_UserManual_en_08.pdf#page=549, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:SPECIFICATION?,query,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=428, AREG_UserManual_en_08.pdf#page=429, AREG_UserManual_en_08.pdf#page=430, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:SRDATA?,query,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=430, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:STARTUP:COMPLETE?,query,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=430, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:TIME,action,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=431, AREG_UserManual_en_08.pdf#page=558, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:TIME:PROTOCOL,action,extracted,"AREG_UserManual_en_08.pdf#page=410, AREG_UserManual_en_08.pdf#page=432, AREG_UserManual_en_08.pdf#page=559, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:TIME:ZONE,action,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=432, AREG_UserManual_en_08.pdf#page=559, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:TIME:ZONE:CATALOG?,query,extracted,"AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=432, AREG_UserManual_en_08.pdf#page=559, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:ULOCK,action,extracted,"AREG_UserManual_en_08.pdf#page=271, AREG_UserManual_en_08.pdf#page=408, AREG_UserManual_en_08.pdf#page=414, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:UPTIME?,query,extracted,"AREG_UserManual_en_08.pdf#page=410, AREG_UserManual_en_08.pdf#page=432, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:VERSION?,query,extracted,"AREG_UserManual_en_08.pdf#page=410, AREG_UserManual_en_08.pdf#page=433, AREG_UserManual_en_08.pdf#page=579"
:SYSTEM:WAIT,action,extracted,"AREG_UserManual_en_08.pdf#page=410, AREG_UserManual_en_08.pdf#page=435, AREG_UserManual_en_08.pdf#page=579"
:TEST,action,extracted,"AREG_UserManual_en_08.pdf#page=440, AREG_UserManual_en_08.pdf#page=441, AREG_UserManual_en_08.pdf#page=579"
:TEST:PIXEL:COLOR,action,extracted,"AREG_UserManual_en_08.pdf#page=440, AREG_UserManual_en_08.pdf#page=441, AREG_UserManual_en_08.pdf#page=564, AREG_UserManual_en_08.pdf#page=579"
:TEST:PIXEL:GRADIENT,action,extracted,"AREG_UserManual_en_08.pdf#page=440, AREG_UserManual_en_08.pdf#page=441, AREG_UserManual_en_08.pdf#page=564, AREG_UserManual_en_08.pdf#page=579"
:TEST:PIXEL:POINTSIZE,action,extracted,"AREG_UserManual_en_08.pdf#page=440, AREG_UserManual_en_08.pdf#page=441, AREG_UserManual_en_08.pdf#page=564, AREG_UserManual_en_08.pdf#page=579"
:TEST:PIXEL:RGBA,action,extracted,"AREG_UserManual_en_08.pdf#page=440, AREG_UserManual_en_08.pdf#page=442, AREG_UserManual_en_08.pdf#page=564, AREG_UserManual_en_08.pdf#page=579"
:TEST:PIXEL:TEXT,action,extracted,"AREG_UserManual_en_08.pdf#page=440, AREG_UserManual_en_08.pdf#page=442, AREG_UserManual_en_08.pdf#page=564, AREG_UserManual_en_08.pdf#page=579"
:TEST:PIXEL:WINDOW,action,extracted,"AREG_UserManual_en_08.pdf#page=440, AREG_UserManual_en_08.pdf#page=442, AREG_UserManual_en_08.pdf#page=564, AREG_UserManual_en_08.pdf#page=579"
:TYPE?,query,extracted,"AREG_UserManual_en_08.pdf#page=125, AREG_UserManual_en_08.pdf#page=175, AREG_UserManual_en_08.pdf#page=179, AREG_UserManual_en_08.pdf#page=476, AREG_UserManual_en_08.pdf#page=522, AREG_UserManual_en_08.pdf#page=533, AREG_UserManual_en_08.pdf#page=576, AREG_UserManual_en_08.pdf#page=581"
:UNIT,action,extracted,"AREG_UserManual_en_08.pdf#page=179, AREG_UserManual_en_08.pdf#page=522, AREG_UserManual_en_08.pdf#page=525, AREG_UserManual_en_08.pdf#page=526, AREG_UserManual_en_08.pdf#page=576"
:USER,action,extracted,"AREG_UserManual_en_08.pdf#page=181, AREG_UserManual_en_08.pdf#page=522, AREG_UserManual_en_08.pdf#page=528, AREG_UserManual_en_08.pdf#page=576"
:VALUE,action,extracted,"AREG_UserManual_en_08.pdf#page=319, AREG_UserManual_en_08.pdf#page=320, AREG_UserManual_en_08.pdf#page=376, AREG_UserManual_en_08.pdf#page=379, AREG_UserManual_en_08.pdf#page=584"
:WINDOW,action,extracted,"Remote_Control_SCPI_GettingStarted_en_04.pdf#page=15, Remote_Control_SCPI_GettingStarted_en_04.pdf#page=16"
:WORKGROUP,action,extracted,"AREG_UserManual_en_08.pdf#page=300, AREG_UserManual_en_08.pdf#page=409, AREG_UserManual_en_08.pdf#page=419, AREG_UserManual_en_08.pdf#page=577"
:YEAR:STATE,action,extracted,"AREG_UserManual_en_08.pdf#page=242, AREG_UserManual_en_08.pdf#page=391, AREG_UserManual_en_08.pdf#page=393, AREG_UserManual_en_08.pdf#page=576"
:ZERO,action,extracted,"AREG_UserManual_en_08.pdf#page=179, AREG_UserManual_en_08.pdf#page=522, AREG_UserManual_en_08.pdf#page=533, AREG_UserManual_en_08.pdf#page=576"
